Ticker,Description,fLK+lF,Yahoo_Ticker
CCIP,Counterpoint Global CIBC International Permanence ETF,$3.08 M,CCIP.TO
FCAE,Fidelity American Equity Fund ETF,$3.05 M,FCAE.TO
EQE.F,CI S&P Europe 350 Equal Weight Index ETF,$3.04 M,EQE-F.NE
TDOC.U,TD Global Healthcare Leaders Index ETF,$2.19 M,TDOC-U.TO
ZXLR.F,BMO SPDR Real Estate Select Sector Index ETF,$3.03 M,ZXLR-F.TO
IICE.F,CI S&P International Developed ESG Index ETF,$3.01 M,IICE-F.TO
ZXLR,BMO SPDR Real Estate Select Sector Index ETF,$3.01 M,ZXLR.TO
TCUS,Trading Central Quant U.S. 50 Equity Index ETF,$3.01 M,TCUS.TO
LEAD.B,Evolve Future Leadership Fund ETF,$2.96 M,LEAD-B.TO
CCBA,CIBC Canadian Bond Fund,$2.13 M,CCBA.NE
ZWP.T,BMO Europe High Dividend Covered Call ETF,$2.94 M,ZWP-T.TO
ABXU,SavvyLong (2X) Barrick ETF,$2.91 M,ABXU.TO
UDEF,Manulife Smart U.S. Defensive Equity ETF,$2.91 M,UDEF.TO
JPHE,Harvest JPHE Enhanced High Income Shares ETF,$2.89 M,JPHE.TO
RUQU.U,RBC Target 2032 U.S. Corporate Bond ETF,$2.09 M,RUQU-U.TO
DIVY,Global X Active U.S. Dividend ETF,$2.07 M,DIVY.TO
NVHI,Ninepoint NVIDIA HighShares ETF,$2.86 M,NVHI.TO
CUIG.U,CI U.S. Monthly Income Private Pool ETF,$2.06 M,CUIG-U.TO
BLKY,Harvest Block Enhanced High Income Shares ETF,$2.83 M,BLKY.TO
GOHI,Ninepoint Alphabet HighShares ETF,$2.82 M,GOHI.TO
CINV.U,CI Global Alpha Innovation ETF,$2.03 M,CINV-U.TO
TCWW,Trading Central Quant Global 50 Equity Index ETF,$2.78 M,TCWW.TO
COMU,SavvyLong 2X CIBC (CM) Equity-Linked ETF,$2.77 M,COMU.TO
MDIF,Manulife Dividend Income Fund,$2.76 M,MDIF.TO
RBCU,SavvyLong 2X RBC (RY) Equity-Linked ETF,$2.76 M,RBCU.TO
TUST,TD Ultra Short Term Bond Fund ETF,$2.75 M,TUST.TO
LLYH.U,Harvest Eli Lilly High Income Shares ETF,$1.97 M,LLYH-U.TO
VCOR,Vanguard Global Core-Plus Bond ETF,$2.72 M,VCOR.TO
TCEU,Trading Central Quant Europe 50 Equity Index ETF,$2.71 M,TCEU.TO
NBCU,SavvyLong 2X NBC (NA) Equity-Linked ETF,$2.70 M,NBCU.TO
CGRN,CI Global Sustainable Infrastructure Fund,$2.70 M,CGRN.TO
CALB,CIBC Canadian Government Long-Term Bond ETF,$2.68 M,CALB.TO
DOLY,Purpose Dollarama (DOL) Yield Shares ETF,$2.67 M,DOLY.NE
EGIF,Arrow Exemplar Growth and Income Fund ETF,$2.64 M,EGIF.TO
BNSY,Purpose Scotiabank (BNS) Yield Shares ETF,$2.62 M,BNSY.NE
ZWT.T,BMO Covered Call Technology ETF,$2.60 M,ZWT-T.TO
ETHY.U,Purpose Ether Yield ETF,$1.87 M,ETHY-U.TO
CGMD,MegaShort (-3X) Canadian Gold Miners Daily Leveraged Alternative ETF,$2.58 M,CGMD.TO
BNY,Purpose Brookfield (BN) Yield Shares ETF,$2.58 M,BNY.NE
CSUU,SavvyLong (2X) Constellation Software ETF,$2.57 M,CSUU.TO
PGRX,Purpose Global Resource Fund,$2.55 M,PGRX.TO
QQJR,CI Invesco NASDAQ Next Gen 100 Index ETF,$2.54 M,QQJR.TO
JNJY,Harvest JnJ Enhanced High Income Shares ETF,$2.52 M,JNJY.TO
UDEF.U,Manulife Smart U.S. Defensive Equity ETF,$1.80 M,UDEF-U.TO
GIIF,Guardian i3 International Core Equity Fund,$2.47 M,GIIF.NE
PAYL,Global X Long-Term Government Bond Premium Yield ETF,$2.46 M,PAYL.TO
CNQU,SavvyLong (2X) Cdn Natural Resources ETF,$2.45 M,CNQU.TO
MUSC.B,Manulife Multifactor U.S. Small Cap Index ETF,$2.45 M,MUSC-B.TO
BYLD.B,Manulife Smart Enhanced Yield Bond ETF,$2.38 M,BYLD-B.NE
SHPU,SavvyLong (2X) Shopify ETF,$2.38 M,SHPU.TO
PINV,Purpose Global Innovators Fund ETF,$2.38 M,PINV.TO
BYLD,Manulife Smart Enhanced Yield Bond ETF,$2.38 M,BYLD.NE
GSDB,Guardian Short Duration Bond Fund ETF units,$2.37 M,GSDB.TO
ISIF,IA Clarington Strategic Income Fund ETF,$2.33 M,ISIF.TO
GBUL,Ninepoint Gold Bullion Fund,$2.33 M,GBUL.TO
CUDC.F,CIBC U.S. High Dividend Covered Call ETF,$2.33 M,CUDC-F.TO
ZMPU.U,BMO Market+ US Equity ETF,$1.68 M,ZMPU-U.NE
LEAD.U,Evolve Future Leadership Fund ETF,$1.67 M,LEAD-U.TO
ZWH.T,BMO US High Dividend Covered Call ETF,$2.30 M,ZWH-T.TO
ZWK.T,BMO Covered Call US Banks ETF,$2.24 M,ZWK-T.TO
LETH,Evolve Levered Ether ETF,$2.24 M,LETH.TO
MEDX,Global X Equal Weight Global Healthcare Index ETF,$2.23 M,MEDX.TO
QQQY.U,Evolve NASDAQ Technology Enhanced Yield Index Fund ETF,$1.61 M,QQQY-U.TO
ZWS.T,BMO US High Dividend Covered Call Hedged to CAD ETF,$2.22 M,ZWS-T.TO
CEQP,CI Equity+ Asset Allocation ETF,$2.18 M,CEQP.TO
CRED.U,CI Alternative Investment Grade Credit Fund,$1.56 M,CRED-U.TO
RIGE,Russell Investments Global Equity Pool ETF,$2.15 M,RIGE.TO
FMNA,Fidelity Market Neutral Alternative Fund,$2.12 M,FMNA.NE
MDEF,Mackenzie Defensive Tilt ETF,$2.12 M,MDEF.TO
BLCK,First Trust Indxx Innovative Transaction and Process ETF,$2.10 M,BLCK.TO
NXTG,First Trust Indxx NextG ETF (CA),$2.09 M,NXTG.TO
ZCDX.U,BMO Credit Stress Opportunities ETF,$1.50 M,ZCDX-U.TO
CCGP,Counterpoint Global CIBC Global Permanence ETF,$2.07 M,CCGP.TO
ZABS.U,BMO Asset-Backed Securities ETF,$1.50 M,ZABS-U.TO
ZWG.T,BMO Global High Dividend Covered Call ETF,$2.07 M,ZWG-T.TO
PHW,Purpose International Enhanced Equity Income Fund,$2.05 M,PHW.TO
SRSL,BetaPro -3x Russell 2000 Daily Leveraged Bear Alternative ETF,$2.03 M,SRSL.TO
NBUE,NBI U.S. Equity Fund - ETF Series,$2.03 M,NBUE.TO
RNVL,RBC Enhanced North American Value Fund,$2.03 M,RNVL.NE
PYF.B,Purpose Premium Yield Fund ETF,$2.02 M,PYF-B.TO
TOKN,Global X Tokenization Ecosystem Index ETF,$2.01 M,TOKN.TO
ETC.U,Evolve Cryptocurrencies ETF,$1.44 M,ETC-U.TO
ZHC,BMO Human Capital Factor US Equity ETF,$1.99 M,ZHC.NE
ZWE.T,BMO Europe High Dividend Covered Call Hedged to CAD ETF,$1.98 M,ZWE-T.TO
CTMA,CI Target 2028 Investment Grade Bond Fund ETF,$1.98 M,CTMA.TO
CTMB,CI Target 2029 Investment Grade Bond Fund ETF,$1.97 M,CTMB.TO
FAUS,Fidelity Advanced U.S. Equity Fund ETF,$1.97 M,FAUS.TO
EHE,CI Europe Hedged Equity Index ETF,$1.97 M,EHE.TO
CTMC,CI Target 2030 Investment Grade Bond Fund ETF,$1.97 M,CTMC.TO
TSHI,Ninepoint Tesla HighShares ETF,$1.97 M,TSHI.TO
RGQU,RBC Target 2032 Canadian Government Bond ETF,$1.96 M,RGQU.TO
CGRN.U,CI Global Sustainable Infrastructure Fund,$1.41 M,CGRN-U.TO
ETHO.U,Purpose Core Ether ETF,$1.41 M,ETHO-U.TO
DACU,Desjardins Active Canadian Bond Universe ETF Units,$1.94 M,DACU.TO
CFIN,Evolve Canadian Financials Yield Fund ETF,$1.94 M,CFIN.TO
SLSC,Sun Life Crescent Specialty Credit Private Pool ETF Series,$1.93 M,SLSC.TO
ZGDV,BMO Global Dividend Opportunities Fund Active ETF Series,$1.93 M,ZGDV.NE
CMAR.U,CI Marret Alternative Absolute Return Bond ETF,$1.39 M,CMAR-U.TO
RBND,Russell Investments Core Plus Fixed Income ETF,$1.90 M,RBND.TO
SOLL.U,Purpose Solana ETF,$1.36 M,SOLL-U.TO
CDLB.B,CI DoubleLine Total Return Bond US$ Fund ETF,$1.86 M,CDLB-B.TO
CCOU,SavvyLong (2X) Cameco ETF,$1.84 M,CCOU.TO
CUTE,Evolve Canadian Utilities Yield Fund ETF,$1.82 M,CUTE.TO
SCND,BetaPro -3x S&P/TSX 60 Daily Leveraged Bear Alternative ETF,$1.81 M,SCND.TO
NBUX,NBI U.S. Equity Index Fund - ETF Series,$1.81 M,NBUX.TO
FHG.F,First Trust AlphaDEX U.S. Industrials Sector Index ETF,$1.80 M,FHG-F.TO
BTCO.U,Purpose Core Bitcoin ETF,$1.30 M,BTCO-U.TO
BFIN.U,Brompton North American Financials Dividend ETF,$1.29 M,BFIN-U.TO
GGEP.F,Guardian Directed Equity Path ETF,$1.77 M,GGEP-F.TO
GASU,SavvyShort Geared Crude Oil ETF,$1.76 M,GASU.TO
RUSA,RBC U.S. Large-Cap Equity ETF,$1.73 M,RUSA.TO
ZMPU,BMO Market+ US Equity ETF,$1.70 M,ZMPU.NE
UMRT,Global X Equal Weight U.S. Groceries & Staples Index ETF,$1.69 M,UMRT.TO
SHPD,SavvyShort (-2X) Shopify ETF,$1.69 M,SHPD.TO
JPYS,Yield Shares (JPYS) Purpose ETF,$1.69 M,JPYS.NE
ZMPG,BMO Market+ Global Equity ETF,$1.68 M,ZMPG.NE
ZMPW,BMO Market+ All Country World Equity ETF,$1.68 M,ZMPW.NE
CDLB.U,CI DoubleLine Total Return Bond US$ Fund ETF,$1.21 M,CDLB-U.TO
FGSM,Fidelity Global Small-Mid Cap Equity Fund ETF,$1.67 M,FGSM.TO
ZMPU.F,BMO Market+ US Equity ETF,$1.66 M,ZMPU-F.NE
CSTB,CIBC Short-Term Income Fund,$1.19 M,CSTB.NE
BTCC.J,Purpose Bitcoin ETF,$1.63 M,BTCC-J.TO
ZMLG,BMO Market+ Low Volatility Global Equity ETF,$1.62 M,ZMLG.NE
CCLN,CIBC Clean Energy Index ETF,$1.59 M,CCLN.NE
FFAB,Fidelity Alternative Bond Fund ETF,$1.59 M,FFAB.TO
CARS.B,Evolve Automobile Innovation Index ETF,$1.58 M,CARS-B.TO
ZMPC,BMO Market+ Canadian Equity ETF,$1.57 M,ZMPC.NE
IIAE,CI S&P International Developed Dividend Aristocrats ESG Index ETF,$1.55 M,IIAE.TO
CSBG,CIBC Sustainable Balanced Growth Solution ETF,$1.55 M,CSBG.NE
CGRB.U,CI Global Green Bond Fund,$1.09 M,CGRB-U.TO
ZABS,BMO Asset-Backed Securities ETF,$1.50 M,ZABS.TO
ZABS.F,BMO Asset-Backed Securities ETF,$1.49 M,ZABS-F.TO
COIU,SavvyLong (2X) COIN ETF,$1.49 M,COIU.TO
XTOH,iShares Core S&P Total U.S. Stock Market Index ETF,$1.49 M,XTOH.TO
ZMPI,BMO Market+ International Equity Fund,$1.47 M,ZMPI.NE
ZCDX,BMO Credit Stress Opportunities ETF,$1.47 M,ZCDX.TO
QQCI.U,Invesco NASDAQ 100 Income Advantage ETF,$1.05 M,QQCI-U.TO
ATRB,AGF Total Return Bond Fund,$1.46 M,ATRB.NE
RGLE,RBC Global Large-Cap Equity Fund,$1.44 M,RGLE.NE
PLUS,Manulife Strategic Income Plus Fund,$1.43 M,PLUS.NE
SDVD,First Trust Vest SMID Rising Dividend Achievers Target Income ETF,$1.43 M,SDVD.NE
CUDV.B,CI U.S. Minimum Downside Volatility Index ETF,$1.41 M,CUDV-B.TO
TRSL,BetaPro 3x Russell 2000 Daily Leveraged Bull Alternative ETF,$1.41 M,TRSL.TO
TSLD,SavvyShort (-2X) TSLA ETF,$1.41 M,TSLD.TO
CMEY.U,CI Marret Alternative Enhanced Yield Fund ETF,$1.01 M,CMEY-U.TO
WHYP.U,Westcourt Hamilton Yield Portfolio ETF,"$994,000.00",WHYP-U.TO
MGEQ,Manulife Global Equity Class,$1.37 M,MGEQ.NE
ZWEN.T,BMO Covered Call Energy ETF,$1.36 M,ZWEN-T.TO
GRO,Franklin Growth ETF Portfolio,$1.36 M,GRO.TO
CAMO,Evolve Global Defense & Aerospace Index ETF,$1.35 M,CAMO.TO
FMAB,Fidelity Multi-Alt Balanced Fund ETF Series units,$1.34 M,FMAB.TO
IUAE,CI S&P US Dividend Aristocrats ESG Index ETF,$1.33 M,IUAE.TO
ITIN,IA Clarington Thematic Innovation Class ETF Series,$1.33 M,ITIN.TO
PFIG,PICTON Investment Grade Alternative Fund ETF,$1.32 M,PFIG.TO
NBCX,NBI Canadian Equity Index Fund - ETF Series,$1.28 M,NBCX.TO
CCUL,Counterpoint Global CIBC U.S. Large Cap Growth ETF,$1.28 M,CCUL.TO
ATDY,Purpose Couche-Tard (ATD) Yield Shares ETF,$1.27 M,ATDY.NE
GLDD,BetaPro Gold Bullion -2x Daily Bear ETF - CAD,$1.26 M,GLDD.TO
ZGRT,BMO Global REIT Fund Active ETF Series,$1.25 M,ZGRT.NE
IWEB,IA Wealth Enhanced Bond Pool Fund,$1.25 M,IWEB.TO
CCON,CIBC Conservative Portfolio ETF,$1.24 M,CCON.TO
NSDI.F,NBI SmartData International Equity Fund ETF Series Units,$1.22 M,NSDI-F.TO
CCUS,Counterpoint Global CIBC U.S. Small Cap Growth ETF,$1.22 M,CCUS.TO
XRP.U,Evolve XRP ETF,"$881,000.00",XRP-U.TO
NVDD,SavvyShort (-2X) NVDA ETF,$1.21 M,NVDD.TO
BIVC,Capstone Biblically Informed Canadian Equity Fund ETF,$1.20 M,BIVC.TO
CDLB,CI DoubleLine Total Return Bond US$ Fund ETF,$1.19 M,CDLB.TO
IBQT,iShares Equity + Bitcoin ETF Portfolio,$1.19 M,IBQT.TO
FGBL,Forstrong Global Balanced ETF,$1.18 M,FGBL.TO
RQUS,Russell Investments Multi-Factor US Equity Pool ETF,$1.15 M,RQUS.TO
CSUC,Ninepoint Constellation Software CoreShares ETF,$1.15 M,CSUC.TO
RUSA.U,RBC U.S. Large-Cap Equity ETF,"$829,000.00",RUSA-U.TO
SCNA,Starlight North American Equity Fund ETF,$1.14 M,SCNA.NE
NSDU.F,NBI SmartData U.S. Equity Fund ETF Series Units,$1.13 M,NSDU-F.TO
SOLX,CI Galaxy Solana ETF,$1.13 M,SOLX.TO
HIG.U,Brompton Global Healthcare Income & Growth ETF,"$813,000.00",HIG-U.TO
RQCA,Russell Investments Multi-Factor Canadian Equity Pool ETF,$1.12 M,RQCA.TO
IGET,CI Morningstar Global Energy Transition Index ETF,$1.12 M,IGET.TO
MIDB.B,Evolve Enhanced Yield Mid Term Bond Fund,$1.10 M,MIDB-B.TO
ZWA.T,BMO Covered Call Dow Jones Industrial Average Hedged to CAD ETF,$1.10 M,ZWA-T.TO
NINV,NBI Innovators Fund - ETF Series,$1.10 M,NINV.TO
IMFE,IA Clarington Global Multifactor Equity Fund ETF Series Units,$1.09 M,IMFE.TO
ZWHC.T,BMO Covered Call Health Care ETF,$1.08 M,ZWHC-T.TO
GCEI,Guardian Canadian Equity Income Fund ETF,$1.08 M,GCEI.TO
CSMD,CI U.S. Small/Mid Cap Equity Private Pool ETF,$1.08 M,CSMD.TO
NBIE.F,NBI International Equity Fund ETF Series Units,$1.08 M,NBIE-F.TO
NINV.F,NBI Innovators Fund - ETF Series,$1.07 M,NINV-F.TO
NBIV,NBI International Value Fund - ETF Series,$1.07 M,NBIV.TO
NUSA.F,NBI Active U.S. Equity ETF,$1.07 M,NUSA-F.TO
NBIX,NBI International Equity Index Fund - ETF Series,$1.06 M,NBIX.TO
NBIE,NBI International Equity Fund ETF Series Units,$1.06 M,NBIE.TO
NBGE.F,NBI Global Equity Fund ETF Series Units,$1.06 M,NBGE-F.TO
RQIN,Russell Investments Multi-Factor International Equity Pool ETF,$1.06 M,RQIN.TO
IGET.F,CI Morningstar Global Energy Transition Index ETF,$1.05 M,IGET-F.TO
QQCI.F,Invesco NASDAQ 100 Income Advantage ETF,$1.04 M,QQCI-F.TO
NMGR,NBI Meritage Tactical ETF Growth Portfolio - ETF Series,$1.04 M,NMGR.TO
RUDL,RBC Enhanced Quant U.S. Dividend Leaders Fund,$1.04 M,RUDL.NE
SCGG,Starlight Global Growth Fund ETF,$1.04 M,SCGG.NE
NBEM,NBI Diversified Emerging Markets Equity Fund - ETF Series,$1.03 M,NBEM.TO
NMBL,NBI Meritage Tactical ETF Balanced Portfolio - ETF Series,$1.03 M,NMBL.TO
CGDI,CI Global Dividend Private Pool ETF,$1.02 M,CGDI.TO
NMMO,NBI Meritage Tactical ETF Moderate Portfolio - ETF Series,$1.02 M,NMMO.TO
RCDL,RBC Enhanced Quant Canadian Dividend Leaders Fund,$1.01 M,RCDL.NE
NBSC,NBI Global Small Cap Fund - ETF Series,$1.01 M,NBSC.TO
GFGE,Guardian Fundamental Global Equity Fund ETF,$1.01 M,GFGE.TO
CUIG,CI U.S. Monthly Income Private Pool ETF,$1.01 M,CUIG.TO
NBSC.F,NBI Global Small Cap Fund - ETF Series,$1.01 M,NBSC-F.NE
PRP,Purpose Conservative Income Fund ETF,$1.01 M,PRP.TO
TBCK,TD Target 2031 Investment Grade Bond Fund ETF Series Units,"$997,000.00",TBCK.TO
NEQT,NBI Equity ETF Portfolio,"$998,000.00",NEQT.TO
IIME,IA Clarington International Multifactor Equity Fund ETF,"$999,000.00",IIME.TO
RHYB,RBC High Yield Bond Fund,"$996,000.00",RHYB.NE
BIVU,Capstone Biblically Informed U.S. Equity Fund ETF,"$996,000.00",BIVU.TO
SBUL,Ninepoint Silver Bullion Fund,"$995,000.00",SBUL.TO
NGRW,NBI Growth ETF Portfolio,"$994,000.00",NGRW.TO
TSTB,TD Short Term Bond Fund ETF,"$992,000.00",TSTB.TO
NBLD,NBI Balanced ETF Portfolio,"$989,000.00",NBLD.TO
RGCB,RBC Global Corporate Bond Fund - ETF Series,"$987,000.00",RGCB.NE
CPIF,Caldwell Lazard CorePlus Infrastructure Fund ETF,"$982,000.00",CPIF.NE
REMB,RBC Emerging Markets Bond Fund - ETF Series,"$983,000.00",REMB.NE
NCNS,NBI Conservative ETF Portfolio,"$982,000.00",NCNS.TO
TECY,Evolve NASDAQ Technology UltraYield ETF,"$978,000.00",TECY.TO
EHE.B,CI Europe Hedged Equity Index ETF,"$975,000.00",EHE-B.TO
MLRG,Madison US Large Cap ETF,"$966,000.00",MLRG.TO
RUQU,RBC Target 2032 U.S. Corporate Bond ETF,"$964,000.00",RUQU.TO
MMID,Madison US Mid Cap ETF,"$957,000.00",MMID.TO
NBQC,NBI Quebec Growth Fund - ETF Series,"$949,000.00",NBQC.TO
NBUE.F,NBI U.S. Equity Fund - ETF Series,"$946,000.00",NBUE-F.TO
IFRF,IA Clarington Loomis Floating Rate Income Fund,"$946,000.00",IFRF.TO
EDGE.U,Evolve Innovation Index Fund ETF,"$677,000.00",EDGE-U.TO
RCTR,First Trust Bloomberg Nuclear Power ETF (CA),"$922,000.00",RCTR.TO
GGEP,Guardian Directed Equity Path ETF,"$904,000.00",GGEP.TO
CARS.U,Evolve Automobile Innovation Index ETF,"$648,000.00",CARS-U.TO
CMCX.U,CI Galaxy Multi-Crypto Navigator ETF,"$633,000.00",CMCX-U.TO
CCCX.U,CI Galaxy Core Multi-Crypto ETF,"$617,000.00",CCCX-U.TO
ZWGD.T,BMO Covered Call Spread Gold Bullion ETF,"$838,000.00",ZWGD-T.TO
FDN.F,First Trust Dow Jones Internet ETF,"$833,000.00",FDN-F.TO
CMCX,CI Galaxy Multi-Crypto Navigator ETF,"$826,000.00",CMCX.TO
LETH.U,Evolve Levered Ether ETF,"$579,000.00",LETH-U.TO
SOLA.U,Evolve Solana ETF,"$557,000.00",SOLA-U.TO
CCCX,CI Galaxy Core Multi-Crypto ETF,"$752,000.00",CCCX.TO
DANC.U,Desjardins Alt Long/Short Equity Market Neutral ETF,"$544,000.00",DANC-U.TO
DXU.U,Dynamic Active U.S. Dividend ETF,"$535,000.00",DXU-U.TO
MIDB.U,Evolve Enhanced Yield Mid Term Bond Fund,"$435,000.00",MIDB-U.TO
NBAL,Ninepoint Capital Appreciation Fund,"$579,000.00",NBAL.TO
LBIT.U,Evolve Levered Bitcoin ETF,"$406,000.00",LBIT-U.TO
PZW.U,CI Invesco RAFI Global Small-Mid ETF,"$349,000.00",PZW-U.TO
COID,SavvyShort (-2X) COIN ETF,"$480,000.00",COID.TO
QQJR.F,CI Invesco NASDAQ Next Gen 100 Index ETF,"$254,000.00",QQJR-F.TO
INCM,Accelerate Diversified Credit Income Fund,"$1,000.00",INCM.TO
IVEG,Invesco EQV European Equity Class,-,IVEG.NE
BGC,Bristol Gate Concentrated Canadian Equity ETF,-,BGC.TO
CSBA,CIBC Sustainable Balanced Solution ETF,-,CSBA.NE
IVIG,Invesco EQV International Equity Class,-,IVIG.NE
IVCP,Invesco EQV Canadian Premier Equity Class,-,IVCP.NE
CLSA,Brompton Split Corp. Class A Share ETF,-,CLSA.TO
ITAB,Invesco Unconstrained Bond Fund,-,ITAB.NE
ITGD,Invesco Global Dividend Class,-,ITGD.NE
IVGG,Invesco Global Class,-,IVGG.NE
ZIC.U,BMO Mid-Term US IG Corporate Bond Index ETF,-,ZIC-U.TO
ITEP.U,Invesco EQV European Equity Fund,-,ITEP-U.NE
SPFD,Mulvihill Enhanced Split Preferred Share ETF - USD,-,SPFD.TO
IVIP,Invesco Emerging Markets Fund,-,IVIP.NE
ITGS.U,Invesco Global Opportunities Class,-,ITGS-U.NE
ITHY,Invesco Global High Yield Bond Fund,-,ITHY.NE
IVGR,Invesco Global Real Estate Fund,-,IVGR.NE
TBCJ,TD Target 2030 Investment Grade Bond ETF,-,TBCJ.TO
ITGE.U,Invesco Global Focus Class,-,ITGE-U.NE
PBY,Lysander-Canso Credit Income ActivETF,-,PBY.TO
ITTF,Invesco Global Companies Fund,-,ITTF.NE
IVIG.U,Invesco EQV International Equity Class,-,IVIG-U.NE
ATAP,AGF Global Sustainable Growth Equity ETF,-,ATAP.NE
ITEP,Invesco EQV European Equity Fund,-,ITEP.NE
TPU.U,TD U.S. Equity Index ETF,-,TPU-U.TO
IVEG.U,Invesco EQV European Equity Class,-,IVEG-U.NE
ITFR,Invesco Floating Rate Income Fund,-,ITFR.NE
TQSM.U,TD Q U.S. Small-Mid-Cap Equity ETF,-,TQSM-U.TO
IVIP.U,Invesco Emerging Markets Fund,-,IVIP-U.NE
TDU,SavvyLong 2X TDB (TD) Equity-Linked ETF,-,TDU.TO
IVGR.U,Invesco Global Real Estate Fund,-,IVGR-U.NE
IVESG,Invesco S&P 500 ESG Index ETF Fund,-,IVESG.NE
ITCB,Invesco Canadian Core Plus Bond Fund,-,ITCB.NE
ITTF.U,Invesco Global Companies Fund,-,ITTF-U.NE
IQQQJ,Invesco NASDAQ Next Gen 100 Index ETF Fund,-,IQQQJ.NE
UDA,Caldwell U.S. Dividend Advantage Fund ETF,-,UDA.TO
TUSD.U,TD U.S. Cash Management ETF,-,TUSD-U.TO
IESGC,Invesco S&P/TSX Composite ESG Index ETF Class,-,IESGC.NE
MSTU,SavvyLong (2X) MSTR ETF,-,MSTU.TO
ITEM,Invesco Emerging Markets Class,-,ITEM.NE
IQQQM,Invesco NASDAQ 100 Index ETF Fund,-,IQQQM.NE
ITUS,Invesco Main Street U.S. Small Cap Class,-,ITUS.NE
ITGDI,Invesco Global Diversified Income Fund,-,ITGDI.NE
UDIV.U,Manulife Smart US Dividend ETF,-,UDIV-U.TO
ITGE,Invesco Global Focus Class,-,ITGE.NE
ITGS,Invesco Global Opportunities Class,-,ITGS.NE
ITUC,Invesco U.S. Companies Class,-,ITUC.NE
IVGBF,Invesco Global Bond Fund,-,IVGBF.NE
TPUT,Corton Theta Alpha Fund ETF Units,-,TPUT.TO
HYBR,Global X Active Hybrid Bond and Preferred Share ETF,-,HYBR.TO
IVGG.U,Invesco Global Class,-,IVGG-U.NE
PMIF,PIMCO Monthly Income Fund (Canada) ETF,-,PMIF.TO
ITIC,Invesco International Companies Class,-,ITIC.NE
MUSA,Middlefield U.S. Equity Dividend ETF,-,MUSA.TO
IGCF,PIMCO Investment Grade Credit Fund (Canada) ETF,-,IGCF.TO
COIL,All-Canadian Oil & Gas ETF,-,COIL.TO
TGAF,Tralucent Global Alt (Long/Short) Equity Fund,-,TGAF.TO
CSCE,CIBC Sustainable Canadian Equity Fund ETF,-,CSCE.NE
ITFE,Invesco Global Select Equity Class,-,ITFE.NE
DAMG.U,Desjardins Alt Long/Short Global Equity Markets ETF,-,DAMG-U.TO
ITCD,Invesco Canadian Plus Dividend Class,-,ITCD.NE
TERP,TRU.X Exogenous Risk Pool ETF,-,TERP.TO
ITOP,Invesco Pure Canadian Equity Class,-,ITOP.NE
ITCE,Invesco Pure Canadian Equity Fund,-,ITCE.NE
LYUV.U,Lysander-Canso U.S. Corporate Value Bond Fund ETF Series units,-,LYUV-U.TO
TEQT,TD All-Equity ETF Portfolio,-,TEQT.TO
PFAA,PICTON Multi-Strategy Alpha Alternative Fund ETF,-,PFAA.TO
VI,Vanguard FTSE Developed All Cap ex North America Index ETF,-,VI.TO
ITEM.U,Invesco Emerging Markets Class,-,ITEM-U.NE
IVGBE,Invesco Global Balanced ESG ETF Fund,-,IVGBE.NE
ITUS.U,Invesco Main Street U.S. Small Cap Class,-,ITUS-U.NE
IVGSB,Invesco Global Select Balanced Fund,-,IVGSB.NE
ITUC.U,Invesco U.S. Companies Class,-,ITUC-U.NE
CSCB,CIBC Sustainable Conservative Balanced Solution ETF,-,CSCB.NE
ITGO,Invesco Global Balanced Class,-,ITGO.NE
CSGE,CIBC Sustainable Global Equity Fund ETF,-,CSGE.NE
ITDY,Invesco Diversified Yield Class,-,ITDY.NE
CSCP,CIBC Sustainable Canadian Core Plus Bond Fund ETF,-,CSCP.NE
